COS ID,Order Number,Order Status,Order Date,City (Billing),Postcode (Billing),Country Code (Billing),City (Shipping),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Refund Amount,Order Total Amount,Order Total Tax Amount,SKU,Item #,Item Name,Quantity,Item Cost,Coupon Code,Discount Amount,Discount Amount Tax,website
M10005,9550,Completed,2022-07-01 23:10:16,Holbaek,4300,DK,Holbaek,Kredi Karti (Stripe),0.0,83.41,ucretsiz gonderim,0.0,0.0,83.41,0.0,,1.0,Seyitoglu Fistikli Premium  Baklava - 1000 Gr Seyitiglu Fistikli,2.0,15.88,,,,memleket_pazari
M10005,9550,Completed,2022-07-01 23:10:16,Holbaek,4300,DK,Holbaek,Kredi Karti (Stripe),0.0,83.41,ucretsiz gonderim,0.0,0.0,83.41,0.0,,2.0,Natural Koy Peyniri - 1000 gr.,1.0,7.0,,,,memleket_pazari
M10005,9550,Completed,2022-07-01 23:10:16,Holbaek,4300,DK,Holbaek,Kredi Karti (Stripe),0.0,83.41,ucretsiz gonderim,0.0,0.0,83.41,0.0,,3.0,Erciyes 100% Dana Sucuk 450-525g - Kayseri,2.0,5.51,,,,memleket_pazari
M10005,9550,Completed,2022-07-01 23:10:16,Holbaek,4300,DK,Holbaek,Kredi Karti (Stripe),0.0,83.41,ucretsiz gonderim,0.0,0.0,83.41,0.0,,4.0,Zeytin Ana Koy Yapimi Tahin G,1.0,5.14,,,,memleket_pazari
M10005,9550,Completed,2022-07-01 23:10:16,Holbaek,4300,DK,Holbaek,Kredi Karti (Stripe),0.0,83.41,ucretsiz gonderim,0.0,0.0,83.41,0.0,,5.0,Taze Cecil Peyniri (Kuymaklik) 800 Gr,1.0,12.14,,,,memleket_pazari
M10005,9550,Completed,2022-07-01 23:10:16,Holbaek,4300,DK,Holbaek,Kredi Karti (Stripe),0.0,83.41,ucretsiz gonderim,0.0,0.0,83.41,0.0,,6.0,Gursoy Findik Kremasi %40 Findik Oranli 400 G,1.0,5.13,,,,memleket_pazari
M10005,9550,Completed,2022-07-01 23:10:16,Holbaek,4300,DK,Holbaek,Kredi Karti (Stripe),0.0,83.41,ucretsiz gonderim,0.0,0.0,83.41,0.0,,7.0,Dogal Antep Fistigi - 1000 gr.,1.0,11.21,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,1.0,Erciyes 100% Dana Sucuk 450-525g - Afyon,1.0,5.51,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,2.0,"Antep Peyniri  Premium ozel Az Tuzlu - 500, sade",1.0,5.6,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,3.0,ozel uretim Taze Tereyagi 900 GR  Az Tuzlu,1.0,8.4,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,4.0,Taze Cecil Peyniri (Kuymaklik) 800 Gr,1.0,12.14,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,5.0,Star Nut Tatli Fistik Ezmesi 200g,1.0,4.66,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,6.0,Ev Yapimi Gun Kurusu Domates Salcasi 1kg,1.0,7.47,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,7.0,Kurutulmuş Mini cicek Bamya 100 g,1.0,5.6,,,,memleket_pazari
M10006,9548,Completed,2022-07-01 21:48:25,Paderborn,33106,DE,Paderborn,PayPal,0.0,61.99,ucretsiz gonderim,0.0,0.0,66.33,4.34,,8.0,Siirt Yayla Karakovan Bali 650- 1100 - 650g,1.0,12.61,,,,memleket_pazari
M10007,9546,On hold,2022-07-01 17:39:48,Hovelhof,33161,DE,Hovelhof,Banka havalesi/EFT,0.0,0.1,Magazadan teslim,0.0,0.0,0.1,0.0,,1.0,Test Product,1.0,0.1,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,1.0,"Peynir Paketi Toplam 2,5 KG",1.0,18.5,memleket,8.32,0.58,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,2.0,Zeytin Ana Halhali Zeytin (Hatay Usulu) - 1000 gr.,1.0,6.72,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,3.0,Zeytinyagli Acili Sos 260 G,1.0,2.52,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,4.0,Zeytinyagli Cevizli Sos 260 G,1.0,2.52,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,5.0,Yoresel ozel uretim Tuzlu Kavurma - 500 gr.,1.0,6.72,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,6.0,Gumuşhane ozel uretim Cevizli Kome,1.0,6.73,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,7.0,Dogal Findikli Muska Pestil,1.0,4.21,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,8.0,caykur-Filiz Turk cayi - Filiz,1.0,4.21,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,9.0,Gun Kurusu Gaziantep Salcasi - Firsat Paketi,1.0,16.81,,,,memleket_pazari
M10008,9545,Completed,2022-07-01 14:45:08,Flensburg,24937,DE,Flensburg,PayPal,8.317757,83.13,ucretsiz gonderim,0.0,0.0,80.06,5.23,,10.0,Gemlik/Katirli Buyuk Boy Siyah Zeytin - 1kg,1.0,5.89,,,,memleket_pazari
M10009,9540,Completed,2022-07-01 12:37:11,hamburg,22529,DE,hamburg,PayPal,4.560748,45.66,ucretsiz gonderim,0.0,0.0,43.97,2.88,,1.0,Turk Sizma Zeytinyagi - 750 ml,1.0,5.88,memleket,4.56,0.32,memleket_pazari
M10009,9540,Completed,2022-07-01 12:37:11,hamburg,22529,DE,hamburg,PayPal,4.560748,45.66,ucretsiz gonderim,0.0,0.0,43.97,2.88,,2.0,Gumuşhane ozel uretim Cevizli Kome,1.0,6.72,,,,memleket_pazari
M10009,9540,Completed,2022-07-01 12:37:11,hamburg,22529,DE,hamburg,PayPal,4.560748,45.66,ucretsiz gonderim,0.0,0.0,43.97,2.88,,3.0,Erciyes 100% Dana Sucuk 450-525g - Kayseri,1.0,4.96,,,,memleket_pazari
M10009,9540,Completed,2022-07-01 12:37:11,hamburg,22529,DE,hamburg,PayPal,4.560748,45.66,ucretsiz gonderim,0.0,0.0,43.97,2.88,,4.0,Dogal Antep Fistigi - 1000 gr.,1.0,10.08,,,,memleket_pazari
M10009,9540,Completed,2022-07-01 12:37:11,hamburg,22529,DE,hamburg,PayPal,4.560748,45.66,ucretsiz gonderim,0.0,0.0,43.97,2.88,,5.0,Bol Fistikli ozel Baklava - 454 gr,1.0,8.4,,,,memleket_pazari
M10009,9540,Completed,2022-07-01 12:37:11,hamburg,22529,DE,hamburg,PayPal,4.560748,45.66,ucretsiz gonderim,0.0,0.0,43.97,2.88,,6.0,Katkisiz Ispir Seker Fasulye 1 Kg,1.0,5.05,,,,memleket_pazari
M10010,9538,Completed,2022-07-01 09:39:09,Kreuzberg,10999,DE,Kreuzberg,PayPal,0.0,38.28,ucretsiz gonderim,0.0,0.0,40.96,2.68,,1.0,"Antep Peyniri  Premium ozel Az Tuzlu - 1000, sade",2.0,10.74,,,,memleket_pazari
M10010,9538,Completed,2022-07-01 09:39:09,Kreuzberg,10999,DE,Kreuzberg,PayPal,0.0,38.28,ucretsiz gonderim,0.0,0.0,40.96,2.68,,2.0,ozel uretim Taze Tereyagi 900 GR  Az Tuzlu,2.0,8.4,,,,memleket_pazari
M10011,9536,Completed,2022-07-01 09:21:08,Norderstedt,22846,DE,Norderstedt,PayPal,0.0,84.88,ucretsiz gonderim,0.0,0.0,90.83,5.95,,1.0,Antep Fistik Ici ogutulmuş - 500 Gr Avantaj Paket,1.0,16.81,,,,memleket_pazari
M10011,9536,Completed,2022-07-01 09:21:08,Norderstedt,22846,DE,Norderstedt,PayPal,0.0,84.88,ucretsiz gonderim,0.0,0.0,90.83,5.95,,2.0,Bol Fistikli ozel Baklava - 1000 gr.,1.0,18.68,,,,memleket_pazari
M10011,9536,Completed,2022-07-01 09:21:08,Norderstedt,22846,DE,Norderstedt,PayPal,0.0,84.88,ucretsiz gonderim,0.0,0.0,90.83,5.95,,3.0,Sade Koy Yumurtali Erişte 500 Gr,3.0,3.26,,,,memleket_pazari
M10011,9536,Completed,2022-07-01 09:21:08,Norderstedt,22846,DE,Norderstedt,PayPal,0.0,84.88,ucretsiz gonderim,0.0,0.0,90.83,5.95,,4.0,Dogal Kavrulmuş Giresun Findik Jumbo - 2 Firsat Paketi,1.0,21.95,,,,memleket_pazari
M10011,9536,Completed,2022-07-01 09:21:08,Norderstedt,22846,DE,Norderstedt,PayPal,0.0,84.88,ucretsiz gonderim,0.0,0.0,90.83,5.95,,5.0,Erciyes 100% Dana Sucuk 450-525g - Afyon,1.0,5.51,,,,memleket_pazari
M10011,9536,Completed,2022-07-01 09:21:08,Norderstedt,22846,DE,Norderstedt,PayPal,0.0,84.88,ucretsiz gonderim,0.0,0.0,90.83,5.95,,6.0,Taze Cecil Peyniri (Kuymaklik) 800 Gr,1.0,12.14,,,,memleket_pazari
M10012,9535,Completed,2022-06-30 23:51:26,Bochum,44795,DE,Bochum,PayPal,0.0,39.2,ucretsiz gonderim,0.0,0.0,41.94,2.74,,1.0,Dogal Kavrulmuş Giresun Findik Jumbo - 1 Kg Aile Paketi,1.0,11.21,,,,memleket_pazari
M10012,9535,Completed,2022-06-30 23:51:26,Bochum,44795,DE,Bochum,PayPal,0.0,39.2,ucretsiz gonderim,0.0,0.0,41.94,2.74,,2.0,Kuru Patlican - Biber  25 Adet - Patlican,2.0,2.79,,,,memleket_pazari
M10012,9535,Completed,2022-06-30 23:51:26,Bochum,44795,DE,Bochum,PayPal,0.0,39.2,ucretsiz gonderim,0.0,0.0,41.94,2.74,,3.0,Kuru Patlican - Biber  25 Adet - Biber,1.0,2.79,,,,memleket_pazari
M10012,9535,Completed,2022-06-30 23:51:26,Bochum,44795,DE,Bochum,PayPal,0.0,39.2,ucretsiz gonderim,0.0,0.0,41.94,2.74,,4.0,Dogal Antep Fistigi - 1000 gr.,1.0,11.21,,,,memleket_pazari
M10012,9535,Completed,2022-06-30 23:51:26,Bochum,44795,DE,Bochum,PayPal,0.0,39.2,ucretsiz gonderim,0.0,0.0,41.94,2.74,,5.0,Organik Findikli Rulo Pestil ve Padişah Tatlisi (Gumuşhane),1.0,8.4,,,,memleket_pazari
M10013,9533,Completed,2022-06-30 21:24:05,Schloß Holte,33758,DE,Schloß Holte,PayPal,0.0,41.53,ucretsiz gonderim,0.0,0.0,44.42,2.89,,1.0,Dut Kurusu – Katkisiz - 1000 gr.,1.0,9.34,,,,memleket_pazari
M10013,9533,Completed,2022-06-30 21:24:05,Schloß Holte,33758,DE,Schloß Holte,PayPal,0.0,41.53,ucretsiz gonderim,0.0,0.0,44.42,2.89,,2.0,Kurutulmuş Kayisi Jumbo - 1000 Gr Avantajli Aile Paketi,1.0,9.77,,,,memleket_pazari
M10013,9533,Completed,2022-06-30 21:24:05,Schloß Holte,33758,DE,Schloß Holte,PayPal,0.0,41.53,ucretsiz gonderim,0.0,0.0,44.42,2.89,,3.0,Dogal Antep Fistigi - 1000 gr.,1.0,11.21,,,,memleket_pazari
M10013,9533,Completed,2022-06-30 21:24:05,Schloß Holte,33758,DE,Schloß Holte,PayPal,0.0,41.53,ucretsiz gonderim,0.0,0.0,44.42,2.89,,4.0,Dogal Kavrulmuş Giresun Findik Jumbo - 1 Kg Aile Paketi,1.0,11.21,,,,memleket_pazari
M10014,9532,Completed,2022-06-30 19:39:22,Melbeck,21406,DE,Melbeck,PayPal,0.0,38.77,ucretsiz gonderim,0.0,0.0,41.49,2.72,,1.0,"Peynir Paketi Toplam 2,5 KG",1.0,20.56,,,,memleket_pazari
M10014,9532,Completed,2022-06-30 19:39:22,Melbeck,21406,DE,Melbeck,PayPal,0.0,38.77,ucretsiz gonderim,0.0,0.0,41.49,2.72,,2.0,Zeytin Ana Halhali Zeytin (Hatay Usulu) - 1000 gr.,1.0,7.48,,,,memleket_pazari
M10014,9532,Completed,2022-06-30 19:39:22,Melbeck,21406,DE,Melbeck,PayPal,0.0,38.77,ucretsiz gonderim,0.0,0.0,41.49,2.72,,3.0,Miss Domat Kirma Zeytin jumbo - 1kg,1.0,6.07,,,,memleket_pazari
M10014,9532,Completed,2022-06-30 19:39:22,Melbeck,21406,DE,Melbeck,PayPal,0.0,38.77,ucretsiz gonderim,0.0,0.0,41.49,2.72,,4.0,Organik Findikli Rulo Pestil ve Padişah Tatlisi (Gumuşhane),1.0,4.66,,,,memleket_pazari
M10015,9526,Completed,2022-06-30 01:05:51,Ronnenberg,30952,DE,Ronnenberg,PayPal,4.485981,44.82,ucretsiz gonderim,0.0,0.0,43.16,2.82,,1.0,"Peynir Paketi Toplam 2,5 KG",1.0,18.5,memleket,4.49,0.31,memleket_pazari
M10015,9526,Completed,2022-06-30 01:05:51,Ronnenberg,30952,DE,Ronnenberg,PayPal,4.485981,44.82,ucretsiz gonderim,0.0,0.0,43.16,2.82,,2.0,ozel uretim Taze Tereyagi 900 GR  Az Tuzlu,1.0,7.56,,,,memleket_pazari
M10015,9526,Completed,2022-06-30 01:05:51,Ronnenberg,30952,DE,Ronnenberg,PayPal,4.485981,44.82,ucretsiz gonderim,0.0,0.0,43.16,2.82,,3.0,"Antep Peyniri  Premium ozel Az Tuzlu - 500, sade",1.0,5.04,,,,memleket_pazari
M10015,9526,Completed,2022-06-30 01:05:51,Ronnenberg,30952,DE,Ronnenberg,PayPal,4.485981,44.82,ucretsiz gonderim,0.0,0.0,43.16,2.82,,4.0,Jumbo Siyah Zeytin Gemlik - 1000,1.0,5.88,,,,memleket_pazari
M10015,9526,Completed,2022-06-30 01:05:51,Ronnenberg,30952,DE,Ronnenberg,PayPal,4.485981,44.82,ucretsiz gonderim,0.0,0.0,43.16,2.82,,5.0,Dogal ve Kaliteli Şeftali Kurusu - 250 gr.,1.0,3.36,,,,memleket_pazari
M10016,9525,Completed,2022-06-29 23:53:23,Rethem,27336,DE,Rethem,PayPal,0.0,33.43,Kargo ucreti,4.9,0.0,40.67,2.34,,1.0,"Peynir Paketi Toplam 2,5 KG",1.0,20.56,,,,memleket_pazari
M10016,9525,Completed,2022-06-29 23:53:23,Rethem,27336,DE,Rethem,PayPal,0.0,33.43,Kargo ucreti,4.9,0.0,40.67,2.34,,2.0,Ezine Peyniri  Naturel Katkisiz Helal,3.0,4.29,,,,memleket_pazari
M10017,9524,On hold,2022-06-29 23:07:24,Offenbach,63067,DE,Offenbach,Banka havalesi/EFT,0.0,67.72,ucretsiz gonderim,0.0,0.0,72.46,4.74,,1.0,Katkisiz Ispir Seker Fasulye 1 Kg,1.0,5.6,,,,memleket_pazari
M10017,9524,On hold,2022-06-29 23:07:24,Offenbach,63067,DE,Offenbach,Banka havalesi/EFT,0.0,67.72,ucretsiz gonderim,0.0,0.0,72.46,4.74,,2.0,Gun Kurusu  Domates Kurusu,1.0,2.79,,,,memleket_pazari
M10017,9524,On hold,2022-06-29 23:07:24,Offenbach,63067,DE,Offenbach,Banka havalesi/EFT,0.0,67.72,ucretsiz gonderim,0.0,0.0,72.46,4.74,,3.0,Yuvarlama Kuru Sele Zeytin - 1000 gr.,1.0,7.47,,,,memleket_pazari
M10017,9524,On hold,2022-06-29 23:07:24,Offenbach,63067,DE,Offenbach,Banka havalesi/EFT,0.0,67.72,ucretsiz gonderim,0.0,0.0,72.46,4.74,,4.0,Zeytin Ana Koy Yapimi Tahin G,1.0,5.14,,,,memleket_pazari
M10017,9524,On hold,2022-06-29 23:07:24,Offenbach,63067,DE,Offenbach,Banka havalesi/EFT,0.0,67.72,ucretsiz gonderim,0.0,0.0,72.46,4.74,,5.0,cerez Firsat Paketi Angebot 1,1.0,46.72,,,,memleket_pazari
M10018,9523,Completed,2022-06-29 21:07:21,Ebersdorf bei Coburg,96237,DE,Ebersdorf bei Coburg,PayPal,0.0,53.21,ucretsiz gonderim,0.0,0.0,56.95,3.74,,1.0,Gemlik/Katirli Buyuk Boy Siyah Zeytin - 1kg,1.0,6.53,,,,memleket_pazari
M10018,9523,Completed,2022-06-29 21:07:21,Ebersdorf bei Coburg,96237,DE,Ebersdorf bei Coburg,PayPal,0.0,53.21,ucretsiz gonderim,0.0,0.0,56.95,3.74,,2.0,Gemlik Siyah Zeytin  JUMBO Boy (Miss) - 1300 Gr,1.0,8.4,,,,memleket_pazari
M10018,9523,Completed,2022-06-29 21:07:21,Ebersdorf bei Coburg,96237,DE,Ebersdorf bei Coburg,PayPal,0.0,53.21,ucretsiz gonderim,0.0,0.0,56.95,3.74,,3.0,Ezine Peyniri  Naturel Katkisiz Helal,1.0,8.4,,,,memleket_pazari
M10018,9523,Completed,2022-06-29 21:07:21,Ebersdorf bei Coburg,96237,DE,Ebersdorf bei Coburg,PayPal,0.0,53.21,ucretsiz gonderim,0.0,0.0,56.95,3.74,,4.0,Koyun Tulum Peyniri ozel Yapim 900 Gr,1.0,13.07,,,,memleket_pazari
M10018,9523,Completed,2022-06-29 21:07:21,Ebersdorf bei Coburg,96237,DE,Ebersdorf bei Coburg,PayPal,0.0,53.21,ucretsiz gonderim,0.0,0.0,56.95,3.74,,5.0,Dogal Dag Bali - Pergamo - 1000 gr.,1.0,16.81,,,,memleket_pazari
M10019,9522,Completed,2022-06-29 19:13:18,Aschaffenburg,63743,DE,Aschaffenburg,PayPal,0.0,22.04,Kargo ucreti,4.9,0.0,28.48,1.54,,1.0,Hakkari Yayla Kekik- Tutsu Bali - 500 gr.,1.0,9.35,,,,memleket_pazari
M10019,9522,Completed,2022-06-29 19:13:18,Aschaffenburg,63743,DE,Aschaffenburg,PayPal,0.0,22.04,Kargo ucreti,4.9,0.0,28.48,1.54,,2.0,Ezine Peyniri  Naturel Katkisiz Helal,1.0,4.29,,,,memleket_pazari
M10019,9522,Completed,2022-06-29 19:13:18,Aschaffenburg,63743,DE,Aschaffenburg,PayPal,0.0,22.04,Kargo ucreti,4.9,0.0,28.48,1.54,,3.0,ozel uretim Taze Tereyagi 900 GR  Az Tuzlu,1.0,8.4,,,,memleket_pazari
M10020,9517,Completed,2022-06-28 22:42:37,Mullheim,79379,DE,Mullheim,Kredi Karti (Stripe),0.0,57.93,ucretsiz gonderim,0.0,0.0,61.98,4.05,,1.0,Dogal Kavrulmuş Giresun Findik Jumbo - 1 Kg Aile Paketi,1.0,11.21,,,,memleket_pazari
M10020,9517,Completed,2022-06-28 22:42:37,Mullheim,79379,DE,Mullheim,Kredi Karti (Stripe),0.0,57.93,ucretsiz gonderim,0.0,0.0,61.98,4.05,,2.0,cerez Firsat Paketi Angebot 1,1.0,46.72,,,,memleket_pazari
M10011,9516,Completed,2022-06-28 19:54:12,Norderstedt,22846,DE,Norderstedt,PayPal,6.906542,53.17,ucretsiz gonderim,0.0,0.0,49.49,3.24,,1.0,Dogal Antep Fistigi - 1000 gr.,1.0,9.75,wmvhp_hs5st_st,6.91,0.48,memleket_pazari
M10011,9516,Completed,2022-06-28 19:54:12,Norderstedt,22846,DE,Norderstedt,PayPal,6.906542,53.17,ucretsiz gonderim,0.0,0.0,49.49,3.24,,2.0,Ege Karakovan Petek Bali  1000g ± 50g,1.0,28.37,,,,memleket_pazari
M10011,9516,Completed,2022-06-28 19:54:12,Norderstedt,22846,DE,Norderstedt,PayPal,6.906542,53.17,ucretsiz gonderim,0.0,0.0,49.49,3.24,,3.0,Dut Kurusu – Katkisiz - 1000 gr.,1.0,8.13,,,,memleket_pazari
M10021,9515,Completed,2022-06-28 18:41:53,Morfelden-Walldorf,64546,DE,Morfelden-Walldorf,PayPal,0.0,49.95,ucretsiz gonderim,0.0,0.0,53.45,3.5,,1.0,"Antep Peyniri  Premium ozel Az Tuzlu - 1000, sade",4.0,10.74,,,,memleket_pazari
M10021,9515,Completed,2022-06-28 18:41:53,Morfelden-Walldorf,64546,DE,Morfelden-Walldorf,PayPal,0.0,49.95,ucretsiz gonderim,0.0,0.0,53.45,3.5,,2.0,Natural Koy Peyniri - 1000 gr.,1.0,7.0,,,,memleket_pazari
M10022,9505,Completed,2022-06-28 11:13:09,Dormagen,41540,DE,Dormagen,PayPal,0.0,61.53,ucretsiz gonderim,0.0,0.0,65.83,4.3,,1.0,Narli Fistikli Parmak Lokum 700 Gr,1.0,9.34,,,,memleket_pazari
M10022,9505,Completed,2022-06-28 11:13:09,Dormagen,41540,DE,Dormagen,PayPal,0.0,61.53,ucretsiz gonderim,0.0,0.0,65.83,4.3,,2.0,Natural Koy Peyniri - 2000 gr.,1.0,13.07,,,,memleket_pazari
M10022,9505,Completed,2022-06-28 11:13:09,Dormagen,41540,DE,Dormagen,PayPal,0.0,61.53,ucretsiz gonderim,0.0,0.0,65.83,4.3,,3.0,Taze Cecil Peyniri (Kuymaklik) 800 Gr,1.0,12.14,,,,memleket_pazari
M10022,9505,Completed,2022-06-28 11:13:09,Dormagen,41540,DE,Dormagen,PayPal,0.0,61.53,ucretsiz gonderim,0.0,0.0,65.83,4.3,,4.0,Şafak Koyun Tulum Peyniri 250g,2.0,3.45,,,,memleket_pazari
M10022,9505,Completed,2022-06-28 11:13:09,Dormagen,41540,DE,Dormagen,PayPal,0.0,61.53,ucretsiz gonderim,0.0,0.0,65.83,4.3,,5.0,"Antep Peyniri  Premium ozel Az Tuzlu - 1000, sade",1.0,10.74,,,,memleket_pazari
M10022,9505,Completed,2022-06-28 11:13:09,Dormagen,41540,DE,Dormagen,PayPal,0.0,61.53,ucretsiz gonderim,0.0,0.0,65.83,4.3,,6.0,ozel uretim Izgaralik Dogal Hellim Peyniri 250g - 4 adet,1.0,9.34,,,,memleket_pazari
M10023,9504,Completed,2022-06-28 10:41:46,Munchen,80995,DE,Munchen,PayPal,4.299065,42.98,ucretsiz gonderim,0.0,0.0,41.39,2.7,,1.0,Koyun Tulum Peyniri ozel Yapim 900 Gr,1.0,11.78,memleket,4.3,0.3,memleket_pazari
M10023,9504,Completed,2022-06-28 10:41:46,Munchen,80995,DE,Munchen,PayPal,4.299065,42.98,ucretsiz gonderim,0.0,0.0,41.39,2.7,,2.0,Yoresel ozel uretim Tuzlu Kavurma - 500 gr.,4.0,6.73,,,,memleket_pazari
M10024,9502,Completed,2022-06-28 09:34:39,Berlin,12355,DE,Berlin,PayPal,0.0,38.81,ucretsiz gonderim,0.0,0.0,41.53,2.72,,1.0,Koyun Tulum Peyniri ozel Yapim 900 Gr,1.0,13.07,,,,memleket_pazari
M10024,9502,Completed,2022-06-28 09:34:39,Berlin,12355,DE,Berlin,PayPal,0.0,38.81,ucretsiz gonderim,0.0,0.0,41.53,2.72,,2.0,Ezine Peyniri  Naturel Katkisiz Helal,6.0,4.29,,,,memleket_pazari
